site_id,timestamp,generation_kwh,ac_power_kw,dc_voltage,dc_current,ac_voltage,grid_frequency_hz,inverter_temperature_c,inverter_status,fault_code,data_received,source_quality_flag
MH-101,2026-05-15T06:30:00+05:30,0.0287,0.1148,548.4,0.22,228.3,49.96,30.9,RUNNING,,true,GOOD
MH-101,2026-05-15T06:45:00+05:30,0.057,0.2282,541.4,0.44,229.1,50.03,33.5,RUNNING,,true,GOOD
MH-101,2026-05-15T07:00:00+05:30,0.0856,0.3424,559.9,0.64,231.9,50.06,32.3,RUNNING,,true,GOOD
MH-101,2026-05-15T07:15:00+05:30,0.1239,0.4958,550.6,0.94,229.7,50.07,35.6,RUNNING,,true,GOOD
MH-101,2026-05-15T07:30:00+05:30,0.1577,0.6308,542.7,1.21,225.0,50.0,36.2,RUNNING,,true,GOOD
MH-101,2026-05-15T07:45:00+05:30,0.2138,0.8553,540.7,1.65,230.9,49.94,36.4,RUNNING,,true,GOOD
MH-101,2026-05-15T08:00:00+05:30,0.2146,0.8584,538.0,1.66,231.3,50.0,37.1,RUNNING,,true,GOOD
MH-101,2026-05-15T08:15:00+05:30,0.2631,1.0524,541.8,2.03,226.3,50.0,37.2,RUNNING,,true,GOOD
MH-101,2026-05-15T08:30:00+05:30,0.2831,1.1326,544.6,2.17,227.5,49.91,37.7,RUNNING,,true,GOOD
MH-101,2026-05-15T08:45:00+05:30,0.3096,1.2383,537.7,2.4,230.3,50.04,39.5,RUNNING,,true,GOOD
MH-101,2026-05-15T09:00:00+05:30,0.3628,1.4514,529.0,2.86,229.9,49.98,39.0,RUNNING,,true,GOOD
MH-101,2026-05-15T09:15:00+05:30,0.3616,1.4466,537.3,2.8,228.7,49.92,40.9,RUNNING,,true,GOOD
MH-101,2026-05-15T09:30:00+05:30,0.4081,1.6325,537.8,3.16,229.9,50.02,42.5,RUNNING,,true,GOOD
MH-101,2026-05-15T09:45:00+05:30,0.4219,1.6877,533.7,3.29,231.3,49.99,41.5,RUNNING,,true,GOOD
MH-101,2026-05-15T10:00:00+05:30,0.4711,1.8844,545.7,3.59,229.6,50.04,45.0,RUNNING,,true,GOOD
MH-101,2026-05-15T10:15:00+05:30,0.5341,2.1363,540.6,4.1,229.7,50.02,43.7,RUNNING,,true,GOOD
MH-101,2026-05-15T10:30:00+05:30,0.5128,2.0511,533.9,3.99,226.3,49.94,45.4,RUNNING,,true,GOOD
MH-101,2026-05-15T10:45:00+05:30,0.546,2.1842,528.6,4.29,225.1,50.02,47.4,RUNNING,,true,GOOD
MH-101,2026-05-15T11:00:00+05:30,0.5412,2.1648,524.3,4.28,231.0,49.99,44.9,RUNNING,,true,GOOD
MH-101,2026-05-15T11:15:00+05:30,0.467,1.8681,526.5,3.69,233.7,49.97,44.4,RUNNING,,true,GOOD
MH-101,2026-05-15T11:30:00+05:30,0.4968,1.9871,539.9,3.82,230.4,50.0,45.0,RUNNING,,true,GOOD
MH-101,2026-05-15T11:45:00+05:30,0.4808,1.9232,529.2,3.77,227.8,50.02,46.6,RUNNING,,true,GOOD
MH-101,2026-05-15T12:00:00+05:30,0.4785,1.9142,528.6,3.76,232.1,49.99,44.5,RUNNING,,true,GOOD
MH-101,2026-05-15T12:15:00+05:30,0.5015,2.0058,522.1,3.99,228.8,49.99,46.5,RUNNING,,true,GOOD
MH-101,2026-05-15T12:30:00+05:30,0.4996,1.9982,541.0,3.84,230.6,49.95,47.8,RUNNING,,true,GOOD
MH-101,2026-05-15T12:45:00+05:30,0.5339,2.1354,525.1,4.22,224.5,49.96,47.0,RUNNING,,true,GOOD
MH-101,2026-05-15T13:00:00+05:30,0.4861,1.9442,536.2,3.77,233.3,49.99,47.8,RUNNING,,true,GOOD
MH-101,2026-05-15T13:15:00+05:30,0.4652,1.8608,537.4,3.6,232.6,49.99,44.2,RUNNING,,true,GOOD
MH-101,2026-05-15T13:30:00+05:30,0.4624,1.8498,530.3,3.62,229.8,50.01,46.5,RUNNING,,true,GOOD
MH-101,2026-05-15T13:45:00+05:30,0.4069,1.6274,528.6,3.2,229.3,49.97,43.7,RUNNING,,true,GOOD
MH-101,2026-05-15T14:00:00+05:30,0.3702,1.4808,536.8,2.87,228.6,49.97,45.1,RUNNING,,true,GOOD
MH-101,2026-05-15T14:15:00+05:30,0.432,1.7282,541.5,3.32,230.5,50.03,46.0,RUNNING,,true,GOOD
MH-101,2026-05-15T14:30:00+05:30,0.4134,1.6535,537.7,3.2,229.9,49.98,43.6,RUNNING,,true,GOOD
MH-101,2026-05-15T14:45:00+05:30,0.3387,1.3547,546.5,2.58,230.2,50.06,44.6,RUNNING,,true,GOOD
MH-101,2026-05-15T15:00:00+05:30,0.3109,1.2434,542.8,2.39,228.6,50.0,41.3,RUNNING,,true,GOOD
MH-101,2026-05-15T15:15:00+05:30,0.2473,0.9894,545.8,1.89,228.2,49.96,40.6,RUNNING,,true,GOOD
MH-101,2026-05-15T15:30:00+05:30,0.1808,0.7231,542.4,1.39,230.3,49.99,37.4,RUNNING,,true,GOOD
MH-101,2026-05-15T15:45:00+05:30,0.2204,0.8814,542.5,1.7,231.5,49.95,41.1,RUNNING,,true,GOOD
MH-101,2026-05-15T16:00:00+05:30,0.244,0.9761,533.9,1.91,230.8,50.04,38.6,RUNNING,,true,GOOD
MH-101,2026-05-15T16:15:00+05:30,0.2309,0.9235,543.6,1.77,229.8,50.03,38.8,RUNNING,,true,GOOD
MH-101,2026-05-15T16:30:00+05:30,0.2059,0.8235,538.0,1.6,231.7,49.92,39.7,RUNNING,,true,GOOD
MH-101,2026-05-15T16:45:00+05:30,0.1961,0.7845,545.9,1.5,232.4,50.03,37.4,RUNNING,,true,GOOD
MH-101,2026-05-15T17:00:00+05:30,0.1727,0.6909,542.0,1.33,235.7,49.94,37.0,RUNNING,,true,GOOD
MH-101,2026-05-15T17:15:00+05:30,0.151,0.6038,553.7,1.14,231.3,50.01,36.9,RUNNING,,true,GOOD
MH-101,2026-05-15T17:30:00+05:30,0.1384,0.5535,545.2,1.06,235.3,50.04,37.3,RUNNING,,true,GOOD
MH-101,2026-05-15T17:45:00+05:30,0.103,0.412,558.0,0.77,228.1,50.0,36.7,RUNNING,,true,GOOD
MH-101,2026-05-15T18:00:00+05:30,0.102,0.4079,555.6,0.77,232.3,49.98,34.1,RUNNING,,true,GOOD
MH-101,2026-05-15T18:15:00+05:30,0.0671,0.2683,550.2,0.51,234.2,50.07,33.9,RUNNING,,true,GOOD
MH-101,2026-05-15T18:30:00+05:30,0.014,0.0559,543.2,0.11,232.9,50.05,31.8,RUNNING,,true,GOOD
MH-101,2026-05-15T18:45:00+05:30,0.0239,0.0956,549.6,0.18,229.5,50.02,32.0,RUNNING,,true,GOOD
MH-101,2026-05-15T19:00:00+05:30,0.0,0.0,0.0,0.0,229.0,50.0,33.2,STANDBY,,true,GOOD
MH-101,2026-05-15T19:15:00+05:30,0.0,0.0,0.0,0.0,230.9,50.01,30.7,STANDBY,,true,GOOD
MH-101,2026-05-15T19:30:00+05:30,0.0,0.0,0.0,0.0,232.1,50.02,29.4,STANDBY,,true,GOOD
MH-101,2026-05-15T19:45:00+05:30,0.0,0.0,0.0,0.0,228.7,50.01,27.8,STANDBY,,true,GOOD
MH-101,2026-05-15T20:00:00+05:30,0.0,0.0,0.0,0.0,230.9,50.02,30.3,STANDBY,,true,GOOD
MH-101,2026-05-15T20:15:00+05:30,0.0,0.0,0.0,0.0,231.2,49.96,31.4,STANDBY,,true,GOOD
MH-101,2026-05-15T20:30:00+05:30,0.0,0.0,0.0,0.0,226.1,50.06,28.3,STANDBY,,true,GOOD
MH-101,2026-05-15T20:45:00+05:30,0.0,0.0,0.0,0.0,232.7,49.98,27.9,STANDBY,,true,GOOD
MH-101,2026-05-15T21:00:00+05:30,0.0,0.0,0.0,0.0,229.2,50.03,27.2,STANDBY,,true,GOOD
MH-101,2026-05-15T21:15:00+05:30,0.0,0.0,0.0,0.0,230.3,50.05,28.8,STANDBY,,true,GOOD
MH-101,2026-05-15T21:30:00+05:30,0.0,0.0,0.0,0.0,234.7,49.99,28.6,STANDBY,,true,GOOD
MH-101,2026-05-15T21:45:00+05:30,0.0,0.0,0.0,0.0,228.0,50.03,28.9,STANDBY,,true,GOOD
MH-101,2026-05-15T22:00:00+05:30,0.0,0.0,0.0,0.0,230.1,50.02,27.5,STANDBY,,true,GOOD
MH-101,2026-05-15T22:15:00+05:30,0.0,0.0,0.0,0.0,233.5,49.96,27.6,STANDBY,,true,GOOD
MH-101,2026-05-15T22:30:00+05:30,0.0,0.0,0.0,0.0,228.9,49.97,28.2,STANDBY,,true,GOOD
MH-101,2026-05-15T22:45:00+05:30,0.0,0.0,0.0,0.0,232.7,49.94,28.2,STANDBY,,true,GOOD
MH-101,2026-05-15T23:00:00+05:30,0.0,0.0,0.0,0.0,227.4,50.02,27.3,STANDBY,,true,GOOD
MH-101,2026-05-15T23:15:00+05:30,0.0,0.0,0.0,0.0,232.2,50.01,27.3,STANDBY,,true,GOOD
MH-101,2026-05-15T23:30:00+05:30,0.0,0.0,0.0,0.0,231.4,49.98,29.0,STANDBY,,true,GOOD
MH-101,2026-05-15T23:45:00+05:30,0.0,0.0,0.0,0.0,232.1,50.02,28.8,STANDBY,,true,GOOD
MH-101,2026-05-16T00:00:00+05:30,0.0,0.0,0.0,0.0,227.1,50.0,28.8,STANDBY,,true,GOOD
MH-101,2026-05-16T00:15:00+05:30,0.0,0.0,0.0,0.0,226.3,49.96,31.7,STANDBY,,true,GOOD
MH-101,2026-05-16T00:30:00+05:30,0.0,0.0,0.0,0.0,230.7,50.0,31.2,STANDBY,,true,GOOD
MH-101,2026-05-16T00:45:00+05:30,0.0,0.0,0.0,0.0,229.2,49.98,28.8,STANDBY,,true,GOOD
MH-101,2026-05-16T01:00:00+05:30,0.0,0.0,0.0,0.0,227.9,49.98,30.4,STANDBY,,true,GOOD
MH-101,2026-05-16T01:15:00+05:30,0.0,0.0,0.0,0.0,228.2,50.0,32.7,STANDBY,,true,GOOD
MH-101,2026-05-16T01:30:00+05:30,0.0,0.0,0.0,0.0,227.9,50.01,27.3,STANDBY,,true,GOOD
MH-101,2026-05-16T01:45:00+05:30,0.0,0.0,0.0,0.0,228.2,50.03,30.5,STANDBY,,true,GOOD
MH-101,2026-05-16T02:00:00+05:30,0.0,0.0,0.0,0.0,229.0,49.99,29.1,STANDBY,,true,GOOD
MH-101,2026-05-16T02:15:00+05:30,0.0,0.0,0.0,0.0,227.3,50.07,30.5,STANDBY,,true,GOOD
MH-101,2026-05-16T02:30:00+05:30,0.0,0.0,0.0,0.0,228.0,49.98,29.9,STANDBY,,true,GOOD
MH-101,2026-05-16T02:45:00+05:30,0.0,0.0,0.0,0.0,232.0,50.07,30.7,STANDBY,,true,GOOD
MH-101,2026-05-16T03:00:00+05:30,0.0,0.0,0.0,0.0,229.3,49.97,30.6,STANDBY,,true,GOOD
MH-101,2026-05-16T03:15:00+05:30,0.0,0.0,0.0,0.0,230.1,49.96,29.4,STANDBY,,true,GOOD
MH-101,2026-05-16T03:30:00+05:30,0.0,0.0,0.0,0.0,233.9,50.0,29.5,STANDBY,,true,GOOD
MH-101,2026-05-16T03:45:00+05:30,0.0,0.0,0.0,0.0,230.1,50.03,28.5,STANDBY,,true,GOOD
MH-101,2026-05-16T04:00:00+05:30,0.0,0.0,0.0,0.0,232.8,49.99,29.6,STANDBY,,true,GOOD
MH-101,2026-05-16T04:15:00+05:30,0.0,0.0,0.0,0.0,228.6,49.96,29.9,STANDBY,,true,GOOD
MH-101,2026-05-16T04:30:00+05:30,0.0,0.0,0.0,0.0,231.2,49.99,30.7,STANDBY,,true,GOOD
MH-101,2026-05-16T04:45:00+05:30,0.0,0.0,0.0,0.0,225.8,50.02,29.2,STANDBY,,true,GOOD
MH-101,2026-05-16T05:00:00+05:30,0.0,0.0,0.0,0.0,231.5,50.04,29.2,STANDBY,,true,GOOD
MH-101,2026-05-16T05:15:00+05:30,0.0,0.0,0.0,0.0,226.4,50.0,30.2,STANDBY,,true,GOOD
MH-101,2026-05-16T05:30:00+05:30,0.0,0.0,0.0,0.0,229.1,50.04,29.1,STANDBY,,true,GOOD
MH-101,2026-05-16T05:45:00+05:30,0.0,0.0,0.0,0.0,226.6,49.92,32.2,STANDBY,,true,GOOD
MH-101,2026-05-16T06:00:00+05:30,0.0,0.0,0.0,0.0,230.1,50.02,34.5,STANDBY,,true,GOOD
MH-101,2026-05-16T06:15:00+05:30,0.0525,0.2098,547.2,0.4,226.2,50.06,32.2,RUNNING,,true,GOOD
MH-101,2026-05-16T06:30:00+05:30,0.0744,0.2977,546.9,0.57,232.0,49.99,33.3,RUNNING,,true,GOOD
MH-101,2026-05-16T06:45:00+05:30,0.1277,0.5109,543.4,0.98,227.3,49.96,33.4,RUNNING,,true,GOOD
MH-101,2026-05-16T07:00:00+05:30,0.143,0.5719,552.0,1.08,228.5,50.0,35.4,RUNNING,,true,GOOD
MH-101,2026-05-16T07:15:00+05:30,0.2113,0.8451,538.6,1.64,230.2,50.01,36.5,RUNNING,,true,GOOD
MH-101,2026-05-16T07:30:00+05:30,0.2535,1.0138,547.0,1.93,229.5,50.02,40.0,RUNNING,,true,GOOD
MH-101,2026-05-16T07:45:00+05:30,0.3204,1.2816,536.5,2.49,231.6,50.02,42.9,RUNNING,,true,GOOD
MH-101,2026-05-16T08:00:00+05:30,0.3788,1.5154,547.3,2.88,228.9,50.03,42.6,RUNNING,,true,GOOD
MH-101,2026-05-16T08:15:00+05:30,0.4203,1.6813,542.5,3.22,227.6,50.0,42.5,RUNNING,,true,GOOD
MH-101,2026-05-16T08:30:00+05:30,0.4859,1.9437,528.7,3.82,230.3,50.09,44.0,RUNNING,,true,GOOD
MH-101,2026-05-16T08:45:00+05:30,0.5206,2.0823,524.8,4.12,231.0,49.99,45.2,RUNNING,,true,GOOD
MH-101,2026-05-16T09:00:00+05:30,0.5557,2.2227,529.0,4.36,230.7,49.99,44.6,RUNNING,,true,GOOD
MH-101,2026-05-16T09:15:00+05:30,0.6013,2.4052,531.3,4.69,232.9,49.98,45.7,RUNNING,,true,GOOD
MH-101,2026-05-16T09:30:00+05:30,0.6624,2.6498,530.2,5.18,228.9,50.04,45.8,RUNNING,,true,GOOD
MH-101,2026-05-16T09:45:00+05:30,0.6789,2.7158,523.5,5.37,234.4,49.97,47.0,RUNNING,,true,GOOD
MH-101,2026-05-16T10:00:00+05:30,0.7401,2.9606,518.3,5.91,228.9,50.01,49.7,RUNNING,,true,GOOD
MH-101,2026-05-16T10:15:00+05:30,0.8072,3.2287,529.6,6.3,231.0,50.01,49.9,RUNNING,,true,GOOD
MH-101,2026-05-16T10:30:00+05:30,0.8094,3.2377,509.4,6.57,227.7,50.01,50.6,RUNNING,,true,GOOD
MH-101,2026-05-16T10:45:00+05:30,0.8395,3.3581,511.7,6.78,228.2,49.98,52.7,RUNNING,,true,GOOD
MH-101,2026-05-16T11:00:00+05:30,0.8364,3.3455,508.1,6.8,232.5,50.0,50.4,RUNNING,,true,GOOD
MH-101,2026-05-16T11:15:00+05:30,0.8596,3.4384,524.3,6.77,228.0,50.02,51.1,RUNNING,,true,GOOD
MH-101,2026-05-16T11:30:00+05:30,0.8982,3.5928,509.9,7.27,228.9,50.01,52.7,RUNNING,,true,GOOD
MH-101,2026-05-16T11:45:00+05:30,0.9054,3.6216,513.3,7.28,229.1,49.97,52.5,RUNNING,,true,GOOD
MH-101,2026-05-16T12:00:00+05:30,0.9409,3.7636,513.9,7.55,229.9,50.02,54.4,RUNNING,,true,GOOD
MH-101,2026-05-16T12:15:00+05:30,0.9267,3.7066,511.3,7.47,230.3,49.94,54.8,RUNNING,,true,GOOD
MH-101,2026-05-16T12:30:00+05:30,0.8149,3.2597,516.9,6.51,229.1,49.96,53.1,RUNNING,,true,GOOD
MH-101,2026-05-16T12:45:00+05:30,0.9301,3.7203,510.5,7.51,225.3,50.0,56.4,RUNNING,,true,GOOD
MH-101,2026-05-16T13:00:00+05:30,0.9257,3.7028,509.1,7.5,232.0,50.02,54.2,RUNNING,,true,GOOD
MH-101,2026-05-16T13:15:00+05:30,0.9103,3.6412,517.1,7.26,230.5,49.99,55.8,RUNNING,,true,GOOD
MH-101,2026-05-16T13:30:00+05:30,0.9531,3.8122,508.8,7.72,228.7,49.99,55.3,RUNNING,,true,GOOD
MH-101,2026-05-16T13:45:00+05:30,0.8997,3.5989,511.0,7.26,233.7,50.02,53.3,RUNNING,,true,GOOD
MH-101,2026-05-16T14:00:00+05:30,0.8606,3.4425,514.6,6.9,234.6,50.0,52.2,RUNNING,,true,GOOD
MH-101,2026-05-16T14:15:00+05:30,0.8337,3.3346,522.2,6.6,233.6,49.96,54.3,RUNNING,,true,GOOD
MH-101,2026-05-16T14:30:00+05:30,0.8429,3.3717,512.5,6.79,230.5,49.98,52.6,RUNNING,,true,GOOD
MH-101,2026-05-16T14:45:00+05:30,0.7792,3.1166,520.6,6.19,234.2,49.99,51.0,RUNNING,,true,GOOD
MH-101,2026-05-16T15:00:00+05:30,0.7539,3.0157,514.8,6.06,233.6,49.96,49.1,RUNNING,,true,GOOD
MH-101,2026-05-16T15:15:00+05:30,0.692,2.768,522.0,5.49,231.1,50.06,48.0,RUNNING,,true,GOOD
MH-101,2026-05-16T15:30:00+05:30,0.6695,2.678,519.7,5.34,232.7,49.96,50.2,RUNNING,,true,GOOD
MH-101,2026-05-16T15:45:00+05:30,0.6314,2.5256,520.4,5.03,233.1,49.97,47.6,RUNNING,,true,GOOD
MH-101,2026-05-16T16:00:00+05:30,0.5755,2.3021,525.3,4.55,230.6,50.01,45.1,RUNNING,,true,GOOD
MH-101,2026-05-16T16:15:00+05:30,0.5415,2.1658,532.8,4.22,229.9,49.99,43.6,RUNNING,,true,GOOD
MH-101,2026-05-16T16:30:00+05:30,0.4881,1.9525,525.4,3.86,231.2,50.02,43.5,RUNNING,,true,GOOD
MH-101,2026-05-16T16:45:00+05:30,0.4342,1.7369,538.9,3.35,229.7,50.02,45.0,RUNNING,,true,GOOD
MH-101,2026-05-16T17:00:00+05:30,0.3807,1.5226,534.9,2.96,231.7,50.01,43.6,RUNNING,,true,GOOD
MH-101,2026-05-16T17:15:00+05:30,0.3153,1.2612,544.1,2.41,228.9,49.97,40.1,RUNNING,,true,GOOD
MH-101,2026-05-16T17:30:00+05:30,0.2784,1.1137,546.6,2.12,227.8,49.98,40.2,RUNNING,,true,GOOD
MH-101,2026-05-16T17:45:00+05:30,0.2118,0.8471,543.1,1.63,227.7,49.93,39.6,RUNNING,,true,GOOD
MH-101,2026-05-16T18:00:00+05:30,0.167,0.6679,538.4,1.3,228.7,49.99,37.2,RUNNING,,true,GOOD
MH-101,2026-05-16T18:15:00+05:30,0.1074,0.4297,546.0,0.82,232.0,50.01,36.3,RUNNING,,true,GOOD
MH-101,2026-05-16T18:30:00+05:30,0.0848,0.3391,549.7,0.64,231.3,50.0,37.0,RUNNING,,true,GOOD
MH-101,2026-05-16T18:45:00+05:30,0.0537,0.2148,542.4,0.41,231.6,49.91,32.8,RUNNING,,true,GOOD
MH-101,2026-05-16T19:00:00+05:30,0.0,0.0,0.0,0.0,234.2,49.97,34.1,STANDBY,,true,GOOD
MH-101,2026-05-16T19:15:00+05:30,0.0,0.0,0.0,0.0,229.7,49.98,34.6,STANDBY,,true,GOOD
MH-101,2026-05-16T19:30:00+05:30,0.0,0.0,0.0,0.0,232.0,50.04,31.3,STANDBY,,true,GOOD
MH-101,2026-05-16T19:45:00+05:30,0.0,0.0,0.0,0.0,229.8,49.99,33.4,STANDBY,,true,GOOD
MH-101,2026-05-16T20:00:00+05:30,0.0,0.0,0.0,0.0,233.5,49.99,33.2,STANDBY,,true,GOOD
MH-101,2026-05-16T20:15:00+05:30,0.0,0.0,0.0,0.0,227.8,49.97,31.9,STANDBY,,true,GOOD
MH-101,2026-05-16T20:30:00+05:30,0.0,0.0,0.0,0.0,233.1,49.99,30.2,STANDBY,,true,GOOD
MH-101,2026-05-16T20:45:00+05:30,0.0,0.0,0.0,0.0,233.6,49.95,31.6,STANDBY,,true,GOOD
MH-101,2026-05-16T21:00:00+05:30,0.0,0.0,0.0,0.0,235.8,50.04,28.5,STANDBY,,true,GOOD
MH-101,2026-05-16T21:15:00+05:30,0.0,0.0,0.0,0.0,230.5,50.02,30.1,STANDBY,,true,GOOD
MH-101,2026-05-16T21:30:00+05:30,0.0,0.0,0.0,0.0,231.6,49.99,29.3,STANDBY,,true,GOOD
MH-101,2026-05-16T21:45:00+05:30,0.0,0.0,0.0,0.0,233.0,50.01,30.2,STANDBY,,true,GOOD
MH-101,2026-05-16T22:00:00+05:30,0.0,0.0,0.0,0.0,229.8,50.04,29.3,STANDBY,,true,GOOD
MH-101,2026-05-16T22:15:00+05:30,0.0,0.0,0.0,0.0,232.4,50.02,30.4,STANDBY,,true,GOOD
MH-101,2026-05-16T22:30:00+05:30,0.0,0.0,0.0,0.0,229.6,50.03,31.3,STANDBY,,true,GOOD
MH-101,2026-05-16T22:45:00+05:30,0.0,0.0,0.0,0.0,232.7,50.02,31.1,STANDBY,,true,GOOD
MH-101,2026-05-16T23:00:00+05:30,0.0,0.0,0.0,0.0,228.1,50.01,31.2,STANDBY,,true,GOOD
MH-101,2026-05-16T23:15:00+05:30,0.0,0.0,0.0,0.0,231.3,50.03,30.1,STANDBY,,true,GOOD
MH-101,2026-05-16T23:30:00+05:30,0.0,0.0,0.0,0.0,231.8,50.0,31.1,STANDBY,,true,GOOD
MH-101,2026-05-16T23:45:00+05:30,0.0,0.0,0.0,0.0,229.4,50.06,28.6,STANDBY,,true,GOOD
MH-101,2026-05-17T00:00:00+05:30,0.0,0.0,0.0,0.0,228.3,50.11,28.1,STANDBY,,true,GOOD
MH-101,2026-05-17T00:15:00+05:30,0.0,0.0,0.0,0.0,227.6,50.0,29.8,STANDBY,,true,GOOD
MH-101,2026-05-17T00:30:00+05:30,0.0,0.0,0.0,0.0,231.0,50.03,29.1,STANDBY,,true,GOOD
MH-101,2026-05-17T00:45:00+05:30,0.0,0.0,0.0,0.0,231.5,49.95,28.0,STANDBY,,true,GOOD
MH-101,2026-05-17T01:00:00+05:30,0.0,0.0,0.0,0.0,229.0,49.94,28.6,STANDBY,,true,GOOD
MH-101,2026-05-17T01:15:00+05:30,0.0,0.0,0.0,0.0,228.8,50.0,29.8,STANDBY,,true,GOOD
MH-101,2026-05-17T01:30:00+05:30,0.0,0.0,0.0,0.0,232.9,49.99,29.7,STANDBY,,true,GOOD
MH-101,2026-05-17T01:45:00+05:30,0.0,0.0,0.0,0.0,224.4,49.96,29.1,STANDBY,,true,GOOD
MH-101,2026-05-17T02:00:00+05:30,0.0,0.0,0.0,0.0,232.9,49.96,29.0,STANDBY,,true,GOOD
MH-101,2026-05-17T02:15:00+05:30,0.0,0.0,0.0,0.0,228.9,50.0,28.2,STANDBY,,true,GOOD
MH-101,2026-05-17T02:30:00+05:30,0.0,0.0,0.0,0.0,230.4,49.98,26.2,STANDBY,,true,GOOD
MH-101,2026-05-17T02:45:00+05:30,0.0,0.0,0.0,0.0,228.6,49.99,28.7,STANDBY,,true,GOOD
MH-101,2026-05-17T03:00:00+05:30,0.0,0.0,0.0,0.0,229.5,49.98,29.9,STANDBY,,true,GOOD
MH-101,2026-05-17T03:15:00+05:30,0.0,0.0,0.0,0.0,227.7,49.97,31.0,STANDBY,,true,GOOD
MH-101,2026-05-17T03:30:00+05:30,0.0,0.0,0.0,0.0,231.7,49.94,29.5,STANDBY,,true,GOOD
MH-101,2026-05-17T03:45:00+05:30,0.0,0.0,0.0,0.0,228.0,50.01,27.5,STANDBY,,true,GOOD
MH-101,2026-05-17T04:00:00+05:30,0.0,0.0,0.0,0.0,229.6,50.05,29.4,STANDBY,,true,GOOD
MH-101,2026-05-17T04:15:00+05:30,0.0,0.0,0.0,0.0,232.0,50.0,31.9,STANDBY,,true,GOOD
MH-101,2026-05-17T04:30:00+05:30,0.0,0.0,0.0,0.0,229.5,49.99,26.9,STANDBY,,true,GOOD
MH-101,2026-05-17T04:45:00+05:30,0.0,0.0,0.0,0.0,228.3,50.04,28.1,STANDBY,,true,GOOD
MH-101,2026-05-17T05:00:00+05:30,0.0,0.0,0.0,0.0,226.9,50.0,29.8,STANDBY,,true,GOOD
