forecast_generated_at,forecast_horizon_hours,timestamp,weather_zone,ghi_wm2,dni_wm2,dhi_wm2,temperature_c,cloud_cover_pct,rainfall_mm,wind_speed_ms,weather_quality_flag
2026-06-13T18:00:00+05:30,15,2026-06-14T09:00:00+05:30,PUNE_WEST,560.5,491.9,245.2,26.8,46.3,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,15,2026-06-14T09:15:00+05:30,PUNE_WEST,610.7,517.7,255.7,27.1,43.1,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,15,2026-06-14T09:30:00+05:30,PUNE_WEST,660.2,533.3,272.0,27.7,42.0,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,15,2026-06-14T09:45:00+05:30,PUNE_WEST,704.9,533.3,295.3,27.6,43.2,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,16,2026-06-14T10:00:00+05:30,PUNE_WEST,735.0,516.8,318.9,29.1,45.7,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,16,2026-06-14T10:15:00+05:30,PUNE_WEST,791.0,548.0,331.1,28.2,43.1,0.0,3.7,GOOD
2026-06-13T18:00:00+05:30,16,2026-06-14T10:30:00+05:30,PUNE_WEST,800.4,541.3,329.2,29.9,41.9,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,16,2026-06-14T10:45:00+05:30,PUNE_WEST,827.9,524.5,356.7,28.5,45.1,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,17,2026-06-14T11:00:00+05:30,PUNE_WEST,863.2,534.3,370.0,29.3,44.8,0.0,3.9,GOOD
2026-06-13T18:00:00+05:30,17,2026-06-14T11:15:00+05:30,PUNE_WEST,895.1,537.4,387.7,30.1,45.5,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,17,2026-06-14T11:30:00+05:30,PUNE_WEST,882.7,521.0,381.6,29.2,45.4,0.0,4.5,GOOD
2026-06-13T18:00:00+05:30,17,2026-06-14T11:45:00+05:30,PUNE_WEST,921.9,528.6,405.9,30.4,46.7,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,18,2026-06-14T12:00:00+05:30,PUNE_WEST,940.8,549.7,398.5,30.4,43.9,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,18,2026-06-14T12:15:00+05:30,PUNE_WEST,928.9,539.7,392.8,30.7,43.8,0.0,3.9,GOOD
2026-06-13T18:00:00+05:30,18,2026-06-14T12:30:00+05:30,PUNE_WEST,931.1,540.9,392.1,30.5,43.5,0.0,3.1,GOOD
2026-06-13T18:00:00+05:30,18,2026-06-14T12:45:00+05:30,PUNE_WEST,939.2,552.9,388.6,30.2,42.3,0.0,3.4,GOOD
2026-06-13T18:00:00+05:30,19,2026-06-14T13:00:00+05:30,PUNE_WEST,940.8,557.6,388.0,29.4,42.1,0.0,3.6,GOOD
2026-06-13T18:00:00+05:30,19,2026-06-14T13:15:00+05:30,PUNE_WEST,920.9,545.9,384.1,29.6,42.8,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,19,2026-06-14T13:30:00+05:30,PUNE_WEST,929.3,560.1,385.1,30.2,42.4,0.0,3.6,GOOD
2026-06-13T18:00:00+05:30,19,2026-06-14T13:45:00+05:30,PUNE_WEST,896.8,542.5,378.0,31.1,43.6,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,20,2026-06-14T14:00:00+05:30,PUNE_WEST,855.9,520.7,367.8,30.2,45.0,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,20,2026-06-14T14:15:00+05:30,PUNE_WEST,837.3,520.1,361.5,29.8,45.3,0.0,4.0,GOOD
2026-06-13T18:00:00+05:30,20,2026-06-14T14:30:00+05:30,PUNE_WEST,831.5,532.0,358.5,30.4,45.2,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,20,2026-06-14T14:45:00+05:30,PUNE_WEST,794.7,525.8,342.4,29.8,45.1,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,21,2026-06-14T15:00:00+05:30,PUNE_WEST,759.6,517.4,331.2,28.6,46.0,0.0,4.1,GOOD
2026-06-13T18:00:00+05:30,21,2026-06-14T15:15:00+05:30,PUNE_WEST,707.8,493.7,316.4,29.0,47.8,0.0,3.4,GOOD
2026-06-13T18:00:00+05:30,21,2026-06-14T15:30:00+05:30,PUNE_WEST,679.1,506.0,297.2,28.5,46.3,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,21,2026-06-14T15:45:00+05:30,PUNE_WEST,637.3,502.9,278.2,29.1,46.1,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,22,2026-06-14T16:00:00+05:30,PUNE_WEST,580.3,477.6,260.0,26.6,48.0,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,22,2026-06-14T16:15:00+05:30,PUNE_WEST,542.1,480.3,241.8,27.4,47.7,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,22,2026-06-14T16:30:00+05:30,PUNE_WEST,506.3,492.2,222.0,27.6,46.4,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,22,2026-06-14T16:45:00+05:30,PUNE_WEST,447.4,471.3,198.7,26.8,47.3,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,23,2026-06-14T17:00:00+05:30,PUNE_WEST,416.2,495.9,180.0,27.3,45.4,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,23,2026-06-14T17:15:00+05:30,PUNE_WEST,342.9,446.0,154.0,27.2,48.2,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,23,2026-06-14T17:30:00+05:30,PUNE_WEST,300.4,447.4,135.2,26.1,48.3,0.0,4.1,GOOD
2026-06-13T18:00:00+05:30,23,2026-06-14T17:45:00+05:30,PUNE_WEST,237.3,411.5,108.0,25.4,49.2,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,24,2026-06-14T18:00:00+05:30,PUNE_WEST,185.2,386.2,85.5,25.5,50.3,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,24,2026-06-14T18:15:00+05:30,PUNE_WEST,141.6,360.7,68.9,24.0,54.5,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,24,2026-06-14T18:30:00+05:30,PUNE_WEST,95.1,329.4,47.4,25.0,56.5,0.0,4.0,GOOD
2026-06-13T18:00:00+05:30,24,2026-06-14T18:45:00+05:30,PUNE_WEST,51.9,221.2,25.0,23.3,53.5,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,25,2026-06-14T19:00:00+05:30,PUNE_WEST,9.7,43.0,4.5,23.0,50.0,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,25,2026-06-14T19:15:00+05:30,PUNE_WEST,0,0.0,0.0,23.7,46.7,0.0,4.3,GOOD
2026-06-13T18:00:00+05:30,25,2026-06-14T19:30:00+05:30,PUNE_WEST,0,0.0,0.0,22.2,48.5,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,25,2026-06-14T19:45:00+05:30,PUNE_WEST,0,0.0,0.0,23.1,49.4,0.0,3.7,GOOD
2026-06-13T18:00:00+05:30,26,2026-06-14T20:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.1,51.7,0.0,3.7,GOOD
2026-06-13T18:00:00+05:30,26,2026-06-14T20:15:00+05:30,PUNE_WEST,0,0.0,0.0,20.7,51.3,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,26,2026-06-14T20:30:00+05:30,PUNE_WEST,0,0.0,0.0,21.7,49.8,0.0,3.8,GOOD
2026-06-13T18:00:00+05:30,26,2026-06-14T20:45:00+05:30,PUNE_WEST,0,0.0,0.0,20.5,47.9,0.0,4.0,GOOD
2026-06-13T18:00:00+05:30,27,2026-06-14T21:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.5,46.5,0.0,3.9,GOOD
2026-06-13T18:00:00+05:30,27,2026-06-14T21:15:00+05:30,PUNE_WEST,0,0.0,0.0,20,48.2,0.0,4.1,GOOD
2026-06-13T18:00:00+05:30,27,2026-06-14T21:30:00+05:30,PUNE_WEST,0,0.0,0.0,20.6,45.4,0.0,3.4,GOOD
2026-06-13T18:00:00+05:30,27,2026-06-14T21:45:00+05:30,PUNE_WEST,0,0.0,0.0,21.1,42.4,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,28,2026-06-14T22:00:00+05:30,PUNE_WEST,0,0.0,0.0,20.2,43.7,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,28,2026-06-14T22:15:00+05:30,PUNE_WEST,0,0.0,0.0,21.0,38.7,0.0,2.3,GOOD
2026-06-13T18:00:00+05:30,28,2026-06-14T22:30:00+05:30,PUNE_WEST,0,0.0,0.0,21.3,37.5,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,28,2026-06-14T22:45:00+05:30,PUNE_WEST,0,0.0,0.0,20.4,37.4,0.0,3.1,GOOD
2026-06-13T18:00:00+05:30,29,2026-06-14T23:00:00+05:30,PUNE_WEST,0,0.0,0.0,20.4,34.1,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,29,2026-06-14T23:15:00+05:30,PUNE_WEST,0,0.0,0.0,20.2,32.8,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,29,2026-06-14T23:30:00+05:30,PUNE_WEST,0,0.0,0.0,20.6,33.8,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,29,2026-06-14T23:45:00+05:30,PUNE_WEST,0,0.0,0.0,21.3,30.7,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,30,2026-06-15T00:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.7,20.0,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,30,2026-06-15T00:15:00+05:30,PUNE_WEST,0,0.0,0.0,21.1,17.2,0.0,3.4,GOOD
2026-06-13T18:00:00+05:30,30,2026-06-15T00:30:00+05:30,PUNE_WEST,0,0.0,0.0,20.7,20.1,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,30,2026-06-15T00:45:00+05:30,PUNE_WEST,0,0.0,0.0,21.2,18.9,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,31,2026-06-15T01:00:00+05:30,PUNE_WEST,0,0.0,0.0,20.1,18.7,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,31,2026-06-15T01:15:00+05:30,PUNE_WEST,0,0.0,0.0,22.2,20.0,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,31,2026-06-15T01:30:00+05:30,PUNE_WEST,0,0.0,0.0,21.0,20.6,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,31,2026-06-15T01:45:00+05:30,PUNE_WEST,0,0.0,0.0,20.3,18.1,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,32,2026-06-15T02:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.4,19.5,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,32,2026-06-15T02:15:00+05:30,PUNE_WEST,0,0.0,0.0,21.0,20.9,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,32,2026-06-15T02:30:00+05:30,PUNE_WEST,0,0.0,0.0,21.1,17.8,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,32,2026-06-15T02:45:00+05:30,PUNE_WEST,0,0.0,0.0,21.4,15.8,0.0,2.1,GOOD
2026-06-13T18:00:00+05:30,33,2026-06-15T03:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.6,16.4,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,33,2026-06-15T03:15:00+05:30,PUNE_WEST,0,0.0,0.0,21.4,16.0,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,33,2026-06-15T03:30:00+05:30,PUNE_WEST,0,0.0,0.0,22.2,13.1,0.0,2.2,GOOD
2026-06-13T18:00:00+05:30,33,2026-06-15T03:45:00+05:30,PUNE_WEST,0,0.0,0.0,22.1,13.2,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,34,2026-06-15T04:00:00+05:30,PUNE_WEST,0,0.0,0.0,20.9,9.5,0.0,2.1,GOOD
2026-06-13T18:00:00+05:30,34,2026-06-15T04:15:00+05:30,PUNE_WEST,0,0.0,0.0,21.0,14.9,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,34,2026-06-15T04:30:00+05:30,PUNE_WEST,0,0.0,0.0,21.5,14.1,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,34,2026-06-15T04:45:00+05:30,PUNE_WEST,0,0.0,0.0,22.0,12.4,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,35,2026-06-15T05:00:00+05:30,PUNE_WEST,0,0.0,0.0,21.1,11.7,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,35,2026-06-15T05:15:00+05:30,PUNE_WEST,0,0.0,0.0,22.4,10.7,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,35,2026-06-15T05:30:00+05:30,PUNE_WEST,0,0.0,0.0,22.3,10.8,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,35,2026-06-15T05:45:00+05:30,PUNE_WEST,0,0.0,0.0,23.1,10.4,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,36,2026-06-15T06:00:00+05:30,PUNE_WEST,0,0.0,0.0,23.8,12.2,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,36,2026-06-15T06:15:00+05:30,PUNE_WEST,27.8,172.2,6.8,23.4,14.1,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,36,2026-06-15T06:30:00+05:30,PUNE_WEST,64.6,399.8,15.8,23.3,14.2,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,36,2026-06-15T06:45:00+05:30,PUNE_WEST,119.5,541.6,31.0,24.0,16.5,0.0,1.7,GOOD
2026-06-13T18:00:00+05:30,37,2026-06-15T07:00:00+05:30,PUNE_WEST,155.7,515.8,42.1,25.1,18.4,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,37,2026-06-15T07:15:00+05:30,PUNE_WEST,232.9,624.1,60.3,26.1,16.5,0.0,2.3,GOOD
2026-06-13T18:00:00+05:30,37,2026-06-15T07:30:00+05:30,PUNE_WEST,295.9,638.1,83.8,26.2,20.5,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,37,2026-06-15T07:45:00+05:30,PUNE_WEST,324.9,599.7,92.6,26.7,20.8,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,38,2026-06-15T08:00:00+05:30,PUNE_WEST,389.3,645.2,104.8,26.1,18.2,0.0,3.7,GOOD
2026-06-13T18:00:00+05:30,38,2026-06-15T08:15:00+05:30,PUNE_WEST,434.4,655.7,110.8,26.1,15.9,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,38,2026-06-15T08:30:00+05:30,PUNE_WEST,502.4,701.0,120.9,27.9,13.4,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,38,2026-06-15T08:45:00+05:30,PUNE_WEST,545.4,706.1,126.5,29.0,12.0,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,39,2026-06-15T09:00:00+05:30,PUNE_WEST,610.0,743.1,134.2,27.3,10.0,0.0,1.9,GOOD
2026-06-13T18:00:00+05:30,39,2026-06-15T09:15:00+05:30,PUNE_WEST,640.2,745.9,129.2,29.0,7.0,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,39,2026-06-15T09:30:00+05:30,PUNE_WEST,680.8,745.6,138.3,29.8,7.2,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,39,2026-06-15T09:45:00+05:30,PUNE_WEST,726.9,762.7,141.5,29.8,5.8,0.0,1.4,GOOD
2026-06-13T18:00:00+05:30,40,2026-06-15T10:00:00+05:30,PUNE_WEST,778.4,754.3,171.5,28.9,10.1,0.0,1.5,GOOD
2026-06-13T18:00:00+05:30,40,2026-06-15T10:15:00+05:30,PUNE_WEST,834.8,790.4,171.9,29.2,7.6,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,40,2026-06-15T10:30:00+05:30,PUNE_WEST,850.3,782.2,169.8,30.4,6.6,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,40,2026-06-15T10:45:00+05:30,PUNE_WEST,898.6,790.4,188.8,30.6,8.4,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,41,2026-06-15T11:00:00+05:30,PUNE_WEST,920.7,782.8,198.5,30.6,9.3,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,41,2026-06-15T11:15:00+05:30,PUNE_WEST,945.9,773.7,215.7,31.3,11.3,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,41,2026-06-15T11:30:00+05:30,PUNE_WEST,961.0,756.6,233.5,31.8,13.8,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,41,2026-06-15T11:45:00+05:30,PUNE_WEST,983.3,759.3,242.4,30.3,14.4,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,42,2026-06-15T12:00:00+05:30,PUNE_WEST,990.0,758.5,241.8,31.0,14.0,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,42,2026-06-15T12:15:00+05:30,PUNE_WEST,990.0,773.0,222.2,31.5,10.7,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,42,2026-06-15T12:30:00+05:30,PUNE_WEST,1029.0,801.5,230.4,31.0,10.7,0.0,2.1,GOOD
2026-06-13T18:00:00+05:30,42,2026-06-15T12:45:00+05:30,PUNE_WEST,987.9,765.7,225.4,32.5,11.4,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,43,2026-06-15T13:00:00+05:30,PUNE_WEST,1019.8,782.1,244.4,30.9,13.3,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,43,2026-06-15T13:15:00+05:30,PUNE_WEST,998.5,757.0,254.0,30.7,15.7,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,43,2026-06-15T13:30:00+05:30,PUNE_WEST,990.2,741.6,269.6,31.6,18.7,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,43,2026-06-15T13:45:00+05:30,PUNE_WEST,961.5,735.5,258.0,31.2,18.1,0.0,1.2,GOOD
2026-06-13T18:00:00+05:30,44,2026-06-15T14:00:00+05:30,PUNE_WEST,903.1,711.2,236.3,31.8,16.9,0.0,3.3,GOOD
2026-06-13T18:00:00+05:30,44,2026-06-15T14:15:00+05:30,PUNE_WEST,895.0,697.7,256.4,30.2,21.1,0.0,2.3,GOOD
2026-06-13T18:00:00+05:30,44,2026-06-15T14:30:00+05:30,PUNE_WEST,893.4,726.1,247.5,30.0,19.5,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,44,2026-06-15T14:45:00+05:30,PUNE_WEST,834.3,704.5,228.1,30.8,18.9,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,45,2026-06-15T15:00:00+05:30,PUNE_WEST,789.3,675.8,229.5,31.3,21.8,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,45,2026-06-15T15:15:00+05:30,PUNE_WEST,765.5,689.7,218.4,31.1,20.9,0.0,3.1,GOOD
2026-06-13T18:00:00+05:30,45,2026-06-15T15:30:00+05:30,PUNE_WEST,718.3,675.2,208.3,30.5,21.7,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,45,2026-06-15T15:45:00+05:30,PUNE_WEST,694.9,688.5,202.9,29.7,22.0,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,46,2026-06-15T16:00:00+05:30,PUNE_WEST,633.9,679.4,177.8,29.8,20.1,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,46,2026-06-15T16:15:00+05:30,PUNE_WEST,578.5,672.8,157.4,28.8,18.7,0.0,3.5,GOOD
2026-06-13T18:00:00+05:30,46,2026-06-15T16:30:00+05:30,PUNE_WEST,541.7,673.0,152.6,29.7,20.3,0.0,2.2,GOOD
2026-06-13T18:00:00+05:30,46,2026-06-15T16:45:00+05:30,PUNE_WEST,494.1,689.9,129.5,28.5,17.0,0.0,1.9,GOOD
2026-06-13T18:00:00+05:30,47,2026-06-15T17:00:00+05:30,PUNE_WEST,433.2,690.7,103.6,27.7,13.2,0.0,2.0,GOOD
2026-06-13T18:00:00+05:30,47,2026-06-15T17:15:00+05:30,PUNE_WEST,369.4,644.4,96.0,28.6,16.6,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,47,2026-06-15T17:30:00+05:30,PUNE_WEST,322.6,643.3,84.4,27.6,17.0,0.0,2.9,GOOD
2026-06-13T18:00:00+05:30,47,2026-06-15T17:45:00+05:30,PUNE_WEST,257.8,594.2,70.6,27.5,19.0,0.0,3.4,GOOD
2026-06-13T18:00:00+05:30,48,2026-06-15T18:00:00+05:30,PUNE_WEST,198.0,540.3,58.1,26.6,22.2,0.0,1.4,GOOD
2026-06-13T18:00:00+05:30,48,2026-06-15T18:15:00+05:30,PUNE_WEST,147.9,519.1,42.8,25.6,21.5,0.0,2.7,GOOD
2026-06-13T18:00:00+05:30,48,2026-06-15T18:30:00+05:30,PUNE_WEST,117.0,571.8,33.8,26.7,21.4,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,48,2026-06-15T18:45:00+05:30,PUNE_WEST,56.2,322.1,16.9,25.4,23.5,0.0,2.2,GOOD
2026-06-13T18:00:00+05:30,49,2026-06-15T19:00:00+05:30,PUNE_WEST,26.0,152.8,7.3,24.6,20.4,0.0,2.6,GOOD
2026-06-13T18:00:00+05:30,49,2026-06-15T19:15:00+05:30,PUNE_WEST,0,0.0,0.0,24.9,19.2,0.0,3.0,GOOD
2026-06-13T18:00:00+05:30,49,2026-06-15T19:30:00+05:30,PUNE_WEST,0,0.0,0.0,24.6,21.0,0.0,2.5,GOOD
2026-06-13T18:00:00+05:30,49,2026-06-15T19:45:00+05:30,PUNE_WEST,0,0.0,0.0,22.5,19.4,0.0,3.2,GOOD
2026-06-13T18:00:00+05:30,50,2026-06-15T20:00:00+05:30,PUNE_WEST,0,0.0,0.0,22.2,20.5,0.0,2.8,GOOD
2026-06-13T18:00:00+05:30,50,2026-06-15T20:15:00+05:30,PUNE_WEST,0,0.0,0.0,23.3,19.4,0.0,2.4,GOOD
2026-06-13T18:00:00+05:30,50,2026-06-15T20:30:00+05:30,PUNE_WEST,0,0.0,0.0,22.0,20.3,0.0,2.7,GOOD
