timestamp,weather_zone,ghi_wm2,dni_wm2,dhi_wm2,temperature_c,cloud_cover_pct,rainfall_mm,wind_speed_ms,weather_quality_flag
2026-05-16T09:00:00+05:30,PUNE_WEST,606.8,702.1,153.5,28.8,15.8,0.0,2.7,GOOD
2026-05-16T09:15:00+05:30,PUNE_WEST,637.3,710.8,146.1,28.9,12.2,0.0,1.0,GOOD
2026-05-16T09:30:00+05:30,PUNE_WEST,708.4,726.0,175.4,29.8,15.0,0.0,2.8,GOOD
2026-05-16T09:45:00+05:30,PUNE_WEST,737.4,711.3,186.6,30.7,15.9,0.0,2.7,GOOD
2026-05-16T10:00:00+05:30,PUNE_WEST,799.3,717.2,217.0,30.9,18.7,0.0,3.5,GOOD
2026-05-16T10:15:00+05:30,PUNE_WEST,842.9,704.8,246.4,30.6,21.9,0.0,3.2,GOOD
2026-05-16T10:30:00+05:30,PUNE_WEST,865.1,705.5,246.1,32.5,20.7,0.0,2.2,GOOD
2026-05-16T10:45:00+05:30,PUNE_WEST,893.7,733.6,229.4,32.9,16.4,0.0,2.3,GOOD
2026-05-16T11:00:00+05:30,PUNE_WEST,894.6,684.3,258.3,33.1,21.3,0.0,3.1,GOOD
2026-05-16T11:15:00+05:30,PUNE_WEST,914.0,706.7,242.0,31.4,17.7,0.0,2.4,GOOD
2026-05-16T11:30:00+05:30,PUNE_WEST,966.8,717.2,272.3,32.8,20.3,0.0,1.6,GOOD
2026-05-16T11:45:00+05:30,PUNE_WEST,982.2,737.3,258.3,32.3,17.4,0.0,3.3,GOOD
2026-05-16T12:00:00+05:30,PUNE_WEST,1030.4,767.3,269.5,34.0,17.2,0.0,2.3,GOOD
2026-05-16T12:15:00+05:30,PUNE_WEST,1016.8,723.5,294.9,33.5,21.5,0.0,2.4,GOOD
2026-05-16T12:30:00+05:30,PUNE_WEST,1004.4,723.6,280.8,33.0,19.9,0.0,2.3,GOOD
2026-05-16T12:45:00+05:30,PUNE_WEST,1000.8,737.7,264.3,34.0,17.5,0.0,3.3,GOOD
2026-05-16T13:00:00+05:30,PUNE_WEST,996.1,687.5,313.5,33.9,25.3,0.0,3.2,GOOD
2026-05-16T13:15:00+05:30,PUNE_WEST,984.2,671.8,323.4,33.5,27.5,0.0,2.6,GOOD
2026-05-16T13:30:00+05:30,PUNE_WEST,1019.6,673.6,365.8,33.0,32.1,0.0,3.3,GOOD
2026-05-16T13:45:00+05:30,PUNE_WEST,950.0,677.6,303.6,32.7,26.1,0.0,1.9,GOOD
2026-05-16T14:00:00+05:30,PUNE_WEST,909.8,645.8,306.9,32.2,28.8,0.0,2.6,GOOD
2026-05-16T14:15:00+05:30,PUNE_WEST,881.9,660.0,281.6,33.6,26.0,0.0,2.1,GOOD
2026-05-16T14:30:00+05:30,PUNE_WEST,890.6,716.0,258.9,33.6,21.6,0.0,2.5,GOOD
2026-05-16T14:45:00+05:30,PUNE_WEST,828.7,688.0,242.8,32.5,22.0,0.0,4.3,GOOD
2026-05-16T15:00:00+05:30,PUNE_WEST,793.5,674.5,242.0,31.6,23.8,0.0,1.9,GOOD
2026-05-16T15:15:00+05:30,PUNE_WEST,732.8,649.5,225.8,31.0,24.3,0.0,2.7,GOOD
2026-05-16T15:30:00+05:30,PUNE_WEST,729.7,674.1,230.3,31.7,25.5,0.0,2.6,GOOD
2026-05-16T15:45:00+05:30,PUNE_WEST,692.7,718.2,191.2,31.2,19.4,0.0,1.8,GOOD
2026-05-16T16:00:00+05:30,PUNE_WEST,622.5,676.4,180.8,30.1,21.6,0.0,2.9,GOOD
2026-05-16T16:15:00+05:30,PUNE_WEST,578.8,637.1,192.9,31.2,28.2,0.0,1.5,GOOD
2026-05-16T16:30:00+05:30,PUNE_WEST,519.3,644.9,160.7,29.7,24.5,0.0,3.1,GOOD
2026-05-16T16:45:00+05:30,PUNE_WEST,469.9,641.4,146.3,30.9,24.8,0.0,3.3,GOOD
2026-05-16T17:00:00+05:30,PUNE_WEST,405.5,616.1,127.5,30.3,25.3,0.0,2.3,GOOD
2026-05-16T17:15:00+05:30,PUNE_WEST,331.0,572.2,104.2,27.8,25.3,0.0,1.8,GOOD
2026-05-16T17:30:00+05:30,PUNE_WEST,298.7,599.9,94.5,29.7,25.6,0.0,2.4,GOOD
2026-05-16T17:45:00+05:30,PUNE_WEST,225.3,542.7,71.6,28.7,25.8,0.0,3.0,GOOD
2026-05-16T18:00:00+05:30,PUNE_WEST,177.9,543.9,55.2,28.4,24.7,0.0,2.0,GOOD
2026-05-16T18:15:00+05:30,PUNE_WEST,115.5,490.7,33.5,27.4,21.5,0.0,2.1,SUSPECT
2026-05-16T18:30:00+05:30,PUNE_WEST,93.3,555.5,25.6,27.7,19.1,0.0,3.5,GOOD
2026-05-16T18:45:00+05:30,PUNE_WEST,59.0,366.8,14.3,25.6,14.2,0.0,2.2,GOOD
2026-05-16T19:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,27.0,22.4,0.0,2.8,GOOD
2026-05-16T19:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,26.3,22.6,0.0,2.8,GOOD
2026-05-16T19:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.2,26.4,0.0,2.4,GOOD
2026-05-16T19:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.4,23.5,0.0,1.8,GOOD
2026-05-16T20:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.3,21.3,0.0,3.4,GOOD
2026-05-16T20:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,24.4,23.8,0.0,1.4,GOOD
2026-05-16T20:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,24.0,22.5,0.0,2.0,GOOD
2026-05-16T20:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.4,20.9,0.0,2.5,GOOD
2026-05-16T21:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.1,20.1,0.0,2.9,GOOD
2026-05-16T21:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,23.5,0.0,3.6,GOOD
2026-05-16T21:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.4,24.2,0.0,3.0,GOOD
2026-05-16T21:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.5,26.2,0.0,3.0,GOOD
2026-05-16T22:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.5,24.5,0.0,2.3,GOOD
2026-05-16T22:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.8,18.7,0.0,2.1,GOOD
2026-05-16T22:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,24.1,15.0,0.0,2.8,GOOD
2026-05-16T22:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.3,9.9,0.0,2.5,GOOD
2026-05-16T23:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.6,9.4,0.0,2.7,GOOD
2026-05-16T23:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.8,5.0,0.0,2.4,GOOD
2026-05-16T23:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.7,4.1,0.0,2.4,GOOD
2026-05-16T23:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.5,4.8,0.0,2.3,GOOD
2026-05-17T00:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,54.6,0.0,2.9,GOOD
2026-05-17T00:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.9,48.5,0.0,3.5,GOOD
2026-05-17T00:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,50.1,0.0,3.2,GOOD
2026-05-17T00:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,54.0,0.0,2.5,GOOD
2026-05-17T01:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,51.5,0.0,2.3,GOOD
2026-05-17T01:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,48.3,0.0,3.1,GOOD
2026-05-17T01:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.2,43.8,0.0,2.8,GOOD
2026-05-17T01:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.6,48.1,0.0,3.4,GOOD
2026-05-17T02:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.1,43.1,0.0,3.5,GOOD
2026-05-17T02:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.1,41.7,0.0,3.2,GOOD
2026-05-17T02:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.8,43.2,0.0,2.5,GOOD
2026-05-17T02:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.7,35.3,0.0,2.2,GOOD
2026-05-17T03:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.4,39.6,0.0,4.6,GOOD
2026-05-17T03:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.8,38.7,0.0,4.5,GOOD
2026-05-17T03:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,34.9,0.0,3.4,GOOD
2026-05-17T03:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.1,33.0,0.0,1.9,GOOD
2026-05-17T04:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.5,34.0,0.0,2.7,GOOD
2026-05-17T04:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,22.6,34.4,0.0,3.7,GOOD
2026-05-17T04:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,20.9,41.5,0.0,2.8,GOOD
2026-05-17T04:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.3,40.8,0.0,3.4,GOOD
2026-05-17T05:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,21.4,41.9,0.0,3.2,GOOD
2026-05-17T05:15:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.2,42.8,0.0,3.0,GOOD
2026-05-17T05:30:00+05:30,PUNE_WEST,0.0,0.0,0.0,23.4,42.0,0.0,3.3,GOOD
2026-05-17T05:45:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.3,39.1,0.0,3.5,GOOD
2026-05-17T06:00:00+05:30,PUNE_WEST,0.0,0.0,0.0,25.4,30.6,0.0,2.1,GOOD
2026-05-17T06:15:00+05:30,PUNE_WEST,16.9,90.1,5.9,26.0,30.5,0.0,4.6,GOOD
2026-05-17T06:30:00+05:30,PUNE_WEST,58.8,304.3,21.7,25.6,33.8,0.0,3.2,GOOD
2026-05-17T06:45:00+05:30,PUNE_WEST,137.5,544.7,51.0,26.0,34.0,0.0,3.0,GOOD
2026-05-17T07:00:00+05:30,PUNE_WEST,151.7,426.7,59.1,25.7,36.8,0.0,3.0,GOOD
2026-05-17T07:15:00+05:30,PUNE_WEST,229.1,501.1,91.3,25.6,38.3,0.0,3.5,GOOD
2026-05-17T07:30:00+05:30,PUNE_WEST,276.4,480.5,116.9,26.0,42.0,0.0,3.4,GOOD
2026-05-17T07:45:00+05:30,PUNE_WEST,335.5,528.2,130.5,27.5,36.8,0.0,2.1,GOOD
2026-05-17T08:00:00+05:30,PUNE_WEST,387.9,530.4,152.9,25.8,37.6,0.0,4.3,GOOD
2026-05-17T08:15:00+05:30,PUNE_WEST,445.1,552.8,170.6,27.3,35.9,0.0,2.5,GOOD
2026-05-17T08:30:00+05:30,PUNE_WEST,489.0,519.9,204.0,28.5,41.1,0.0,2.3,GOOD
2026-05-17T08:45:00+05:30,PUNE_WEST,528.4,510.8,222.8,29.2,41.8,0.0,2.8,GOOD
2026-05-17T09:00:00+05:30,PUNE_WEST,576.2,549.0,221.5,28.3,36.1,0.0,2.5,GOOD
2026-05-17T09:15:00+05:30,PUNE_WEST,651.1,607.4,231.1,29.5,31.5,0.0,2.8,GOOD
2026-05-17T09:30:00+05:30,PUNE_WEST,700.3,594.5,263.6,29.3,34.8,0.0,4.2,GOOD
2026-05-17T09:45:00+05:30,PUNE_WEST,726.8,604.1,258.8,30.3,31.7,0.0,3.8,GOOD
2026-05-17T10:00:00+05:30,PUNE_WEST,779.5,627.7,269.8,31.6,30.2,0.0,3.0,GOOD
2026-05-17T10:15:00+05:30,PUNE_WEST,799.1,618.8,275.4,30.0,29.9,0.0,3.6,GOOD
